(A>C);0;Given,B;0;Given,(C>E);0;Given,(D*-E);0;Given,(A>E);(A>C).(C>E);Hypothetical Syllogism,-E;(D*-E);Simplification,-A;(A>E).-E;Modus Tollens,(-A*B);-A.B;Conjunction
(A>C);0;Given,B;0;Given,(C>E);0;Given,(D*-E);0;Given,-E;(D*-E);Simplification,-C;(C>E).-E;Modus Tollens,-A;(A>C).-C;Modus Tollens,(-A*B);-A.B;Conjunction
(A>C);0;Given,B;0;Given,(C>E);0;Given,(D*-E);0;Given,-E;(D*-E);Simplification,(A>E);(A>C).(C>E);Hypothetical Syllogism,-A;(A>E).-E;Modus Tollens,(-A*B);-A.B;Conjunction
(A>C);0;Given,B;0;Given,(C>E);0;Given,(D*-E);0;Given,(A>E);(A>C).(C>E);Hypothetical Syllogism,(-A+E);(A>E);Implication,-E;(D*-E);Simplification,-A;(-A+E).-E;Disjunctive Syllogism,(-A*B);-A.B;Conjunction
(A>C);0;Given,B;0;Given,(C>E);0;Given,(D*-E);0;Given,(A>E);(A>C).(C>E);Hypothetical Syllogism,D;(D*-E);Simplification,-E;(D*-E);Simplification,-A;(A>E).-E;Modus Tollens,(-A*B);-A.B;Conjunction
(A>C);0;Given,B;0;Given,(C>E);0;Given,(D*-E);0;Given,-E;(D*-E);Simplification,D;(D*-E);Simplification,-C;(C>E).-E;Modus Tollens,-A;(A>C).-C;Modus Tollens,(-A*B);-A.B;Conjunction
(A>C);0;Given,B;0;Given,(C>E);0;Given,(D*-E);0;Given,D;(D*-E);Simplification,-E;(D*-E);Simplification,-C;(C>E).-E;Modus Tollens,-A;(A>C).-C;Modus Tollens,(-A*B);-A.B;Conjunction
(A>C);0;Given,B;0;Given,(C>E);0;Given,(D*-E);0;Given,(A>E);(A>C).(C>E);Hypothetical Syllogism,-E;(D*-E);Simplification,(-A+E);(A>E);Implication,-A;(-A+E).-E;Disjunctive Syllogism,(-A*B);-A.B;Conjunction
(A>C);0;Given,B;0;Given,(C>E);0;Given,(D*-E);0;Given,D;(D*-E);Simplification,-E;(D*-E);Simplification,(A>E);(A>C).(C>E);Hypothetical Syllogism,-A;(A>E).-E;Modus Tollens,(-A*B);-A.B;Conjunction
(A>C);0;Given,B;0;Given,(C>E);0;Given,(D*-E);0;Given,(A>E);(A>C).(C>E);Hypothetical Syllogism,-E;(D*-E);Simplification,(-E>-A);(A>E);Contrapositive,-A;(-E>-A).-E;Modus Ponens,(-A*B);-A.B;Conjunction
(A>C);0;Given,B;0;Given,(C>E);0;Given,(D*-E);0;Given,(-A+C);(A>C);Implication,-E;(D*-E);Simplification,-C;(C>E).-E;Modus Tollens,-A;(-A+C).-C;Disjunctive Syllogism,(-A*B);-A.B;Conjunction
(A>C);0;Given,B;0;Given,(C>E);0;Given,(D*-E);0;Given,(A>E);(A>C).(C>E);Hypothetical Syllogism,(-E*D);(D*-E);Commutative,-E;(-E*D);Simplification,-A;(A>E).-E;Modus Tollens,(-A*B);-A.B;Conjunction
(A>C);0;Given,B;0;Given,(C>E);0;Given,(D*-E);0;Given,(-C>-A);(A>C);Contrapositive,-E;(D*-E);Simplification,-C;(C>E).-E;Modus Tollens,-A;(-C>-A).-C;Modus Ponens,(-A*B);-A.B;Conjunction
(A>C);0;Given,B;0;Given,(C>E);0;Given,(D*-E);0;Given,(A>E);(A>C).(C>E);Hypothetical Syllogism,(-A+E);(A>E);Implication,-E;(D*-E);Simplification,-A;(A>E).-E;Modus Tollens,(-A*B);-A.B;Conjunction
(A>C);0;Given,B;0;Given,(C>E);0;Given,(D*-E);0;Given,(A>E);(A>C).(C>E);Hypothetical Syllogism,(-E>-A);(A>E);Contrapositive,-E;(D*-E);Simplification,-A;(-E>-A).-E;Modus Ponens,(-A*B);-A.B;Conjunction
(A>C);0;Given,B;0;Given,(C>E);0;Given,(D*-E);0;Given,(-C+E);(C>E);Implication,-E;(D*-E);Simplification,-C;(-C+E).-E;Disjunctive Syllogism,-A;(A>C).-C;Modus Tollens,(-A*B);-A.B;Conjunction
(A>C);0;Given,B;0;Given,(C>E);0;Given,(D*-E);0;Given,(-E*D);(D*-E);Commutative,-E;(-E*D);Simplification,-C;(C>E).-E;Modus Tollens,-A;(A>C).-C;Modus Tollens,(-A*B);-A.B;Conjunction
(A>C);0;Given,B;0;Given,(C>E);0;Given,(D*-E);0;Given,-E;(D*-E);Simplification,(-E>-C);(C>E);Contrapositive,-C;(-E>-C).-E;Modus Ponens,-A;(A>C).-C;Modus Tollens,(-A*B);-A.B;Conjunction
(A>C);0;Given,B;0;Given,(C>E);0;Given,(D*-E);0;Given,-E;(D*-E);Simplification,-C;(C>E).-E;Modus Tollens,-A;(A>C).-C;Modus Tollens,(-A+B);B;Addition,(-A*B);-A.B;Conjunction
