(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-D+A);(A+-D);Commutative,(D>A);(-D+A);Implication,(D>(B>C));(A>(B>C)).(D>A);Hypothetical Syllogism,((D*B)>C);(D>(B>C));Exportation,(B>(D>C));((D*B)>C);Exportation,(D>C);(B>(D>C)).B;Modus Ponens
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,((B*A)>C);(A>(B>C));Exportation,(-D+A);(A+-D);Commutative,(D>A);(-D+A);Implication,(B>(A>C));((B*A)>C);Exportation,(A>C);(B>(A>C)).B;Modus Ponens,(D>C);(A>C).(D>A);Hypothetical Syllogism
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A>-D);(A+-D);Implication,(--D>--A);(-A>-D);Contrapositive,(D>--A);(--D>--A);Double Negation,(D>A);(D>--A);Double Negation,(D>(B>C));(A>(B>C)).(D>A);Hypothetical Syllogism,((D*B)>C);(D>(B>C));Exportation,((B*D)>C);((D*B)>C);Commutative,(B>(D>C));((B*D)>C);Exportation,(D>C);(B>(D>C)).B;Modus Ponens
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A>-D);(A+-D);Implication,(-(B>C)>-A);(A>(B>C));Contrapositive,(-(B>C)>-D);(-(B>C)>-A).(-A>-D);Hypothetical Syllogism,(-(-B+C)>-D);(-(B>C)>-D);Implication,((--B*-C)>-D);(-(-B+C)>-D);DeMorgan's Law,((B*-C)>-D);((--B*-C)>-D);Double Negation,(B>(-C>-D));((B*-C)>-D);Exportation,(-C>-D);(B>(-C>-D)).B;Modus Ponens,(D>C);(-C>-D);Contrapositive
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-(B>C)>-A);(A>(B>C));Contrapositive,(-A>-D);(A+-D);Implication,(-(B>C)>-D);(-(B>C)>-A).(-A>-D);Hypothetical Syllogism,(-(-B+C)>-D);(-(B>C)>-D);Implication,((--B*-C)>-D);(-(-B+C)>-D);DeMorgan's Law,((B*-C)>-D);((--B*-C)>-D);Double Negation,(B>(-C>-D));((B*-C)>-D);Exportation,(-C>-D);(B>(-C>-D)).B;Modus Ponens,(D>C);(-C>-D);Contrapositive
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A>-D);(A+-D);Implication,(D>A);(-A>-D);Contrapositive,(D>(B>C));(A>(B>C)).(D>A);Hypothetical Syllogism,(D>(-B+C));(D>(B>C));Implication,(-D+(-B+C));(D>(-B+C));Implication,(-D+(C+-B));(-D+(-B+C));Commutative,((-D+C)+-B);(-D+(C+-B));Associative,--B;B;Double Negation,(-D+C);((-D+C)+-B).--B;Disjunctive Syllogism,(D>C);(-D+C);Implication
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A+(B>C));(A>(B>C));Implication,(-A+(-B+C));(-A+(B>C));Implication,((-B+C)+-A);(-A+(-B+C));Commutative,(-B+(C+-A));((-B+C)+-A);Associative,(B>(C+-A));(-B+(C+-A));Implication,(C+-A);(B>(C+-A)).B;Modus Ponens,(-C>-A);(C+-A);Implication,(-A>-D);(A+-D);Implication,(-C>-D);(-A>-D).(-C>-A);Hypothetical Syllogism,(D>C);(-C>-D);Contrapositive
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A>-D);(A+-D);Implication,(D>A);(-A>-D);Contrapositive,(D>(B>C));(A>(B>C)).(D>A);Hypothetical Syllogism,(-D+(B>C));(D>(B>C));Implication,(-D+(-B+C));(-D+(B>C));Implication,(-D+(C+-B));(-D+(-B+C));Commutative,((-D+C)+-B);(-D+(C+-B));Associative,--B;B;Double Negation,(-D+C);((-D+C)+-B).--B;Disjunctive Syllogism,(D>C);(-D+C);Implication
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A>-D);(A+-D);Implication,(D>A);(-A>-D);Contrapositive,(D>(B>C));(A>(B>C)).(D>A);Hypothetical Syllogism,((B*D)>C);(D>(B>C));Exportation,(-(B*D)+C);((B*D)>C);Implication,((-B+-D)+C);(-(B*D)+C);DeMorgan's Law,(-B+(-D+C));((-B+-D)+C);Associative,(B>(-D+C));(-B+(-D+C));Implication,(-D+C);(B>(-D+C)).B;Modus Ponens,(D>C);(-D+C);Implication
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A>-D);(A+-D);Implication,(-(B>C)>-A);(A>(B>C));Contrapositive,(-(B>C)>-D);(-(B>C)>-A).(-A>-D);Hypothetical Syllogism,((B>C)+-D);(-(B>C)>-D);Implication,((-B+C)+-D);((B>C)+-D);Implication,(-B+(C+-D));((-B+C)+-D);Associative,--B;B;Double Negation,(C+-D);(-B+(C+-D)).--B;Disjunctive Syllogism,(-D+C);(C+-D);Commutative,(D>C);(-D+C);Implication
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-D+A);(A+-D);Commutative,(D>A);(-D+A);Implication,(D>(B>C));(A>(B>C)).(D>A);Hypothetical Syllogism,(-D+(B>C));(D>(B>C));Implication,(-D+(-B+C));(-D+(B>C));Implication,(-D+(C+-B));(-D+(-B+C));Commutative,((-D+C)+-B);(-D+(C+-B));Associative,--B;B;Double Negation,(-D+C);((-D+C)+-B).--B;Disjunctive Syllogism,(D>C);(-D+C);Implication
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(A>(-B+C));(A>(B>C));Implication,(-A>-D);(A+-D);Implication,(A>(C+-B));(A>(-B+C));Commutative,(D>A);(-A>-D);Contrapositive,(D>(C+-B));(A>(C+-B)).(D>A);Hypothetical Syllogism,(-D+(C+-B));(D>(C+-B));Implication,((-D+C)+-B);(-D+(C+-B));Associative,--B;B;Double Negation,(-D+C);((-D+C)+-B).--B;Disjunctive Syllogism,(D>C);(-D+C);Implication
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A+(B>C));(A>(B>C));Implication,(-A+(-B+C));(-A+(B>C));Implication,(-A+(C+-B));(-A+(-B+C));Commutative,((-A+C)+-B);(-A+(C+-B));Associative,--B;B;Double Negation,(-A+C);((-A+C)+-B).--B;Disjunctive Syllogism,(A>C);(-A+C);Implication,(-A>-D);(A+-D);Implication,(D>A);(-A>-D);Contrapositive,(D>C);(A>C).(D>A);Hypothetical Syllogism
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A+(B>C));(A>(B>C));Implication,(-A+(-B+C));(-A+(B>C));Implication,(-A>-D);(A+-D);Implication,((-B+C)+-A);(-A+(-B+C));Commutative,(-B+(C+-A));((-B+C)+-A);Associative,(-B+(-C>-A));(-B+(C+-A));Implication,--B;B;Double Negation,(-C>-A);(-B+(-C>-A)).--B;Disjunctive Syllogism,(-C>-D);(-A>-D).(-C>-A);Hypothetical Syllogism,(D>C);(-C>-D);Contrapositive
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A+(B>C));(A>(B>C));Implication,(-A+(-B+C));(-A+(B>C));Implication,(-D+A);(A+-D);Commutative,(D>A);(-D+A);Implication,(-A+(C+-B));(-A+(-B+C));Commutative,((-A+C)+-B);(-A+(C+-B));Associative,--B;B;Double Negation,(-A+C);((-A+C)+-B).--B;Disjunctive Syllogism,(A>C);(-A+C);Implication,(D>C);(A>C).(D>A);Hypothetical Syllogism
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A+(B>C));(A>(B>C));Implication,(-A+(-B+C));(-A+(B>C));Implication,((-B+C)+-A);(-A+(-B+C));Commutative,(-B+(C+-A));((-B+C)+-A);Associative,(B>(C+-A));(-B+(C+-A));Implication,(C+-A);(B>(C+-A)).B;Modus Ponens,(-A>-D);(A+-D);Implication,(-C>-A);(C+-A);Implication,(-C>-D);(-A>-D).(-C>-A);Hypothetical Syllogism,(D>C);(-C>-D);Contrapositive
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A+(B>C));(A>(B>C));Implication,(-A+(-B+C));(-A+(B>C));Implication,((-B+C)+-A);(-A+(-B+C));Commutative,(-B+(C+-A));((-B+C)+-A);Associative,--B;B;Double Negation,(C+-A);(-B+(C+-A)).--B;Disjunctive Syllogism,(-C>-A);(C+-A);Implication,(-A>-D);(A+-D);Implication,(-C>-D);(-A>-D).(-C>-A);Hypothetical Syllogism,(D>C);(-C>-D);Contrapositive
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A>-D);(A+-D);Implication,(D>A);(-A>-D);Contrapositive,(-(B>C)>-A);(A>(B>C));Contrapositive,(-(B>C)>-D);(-(B>C)>-A).(-A>-D);Hypothetical Syllogism,(D>(B>C));(-(B>C)>-D);Contrapositive,((D*B)>C);(D>(B>C));Exportation,((B*D)>C);((D*B)>C);Commutative,(B>(D>C));((B*D)>C);Exportation,(-B+(D>C));(B>(D>C));Implication,(D>C);(B>(D>C)).B;Modus Ponens
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-D+A);(A+-D);Commutative,(D>A);(-D+A);Implication,(-A+(B>C));(A>(B>C));Implication,(-A+(-B+C));(-A+(B>C));Implication,(-A+(C+-B));(-A+(-B+C));Commutative,((-A+C)+-B);(-A+(C+-B));Associative,--B;B;Double Negation,(-A+C);((-A+C)+-B).--B;Disjunctive Syllogism,(A>C);(-A+C);Implication,(D>C);(A>C).(D>A);Hypothetical Syllogism
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-D+A);(A+-D);Commutative,(D>A);(-D+A);Implication,(D>(B>C));(A>(B>C)).(D>A);Hypothetical Syllogism,(D>(-B+C));(D>(B>C));Implication,--B;B;Double Negation,(-D+(-B+C));(D>(-B+C));Implication,(-D+(C+-B));(-D+(-B+C));Commutative,((-D+C)+-B);(-D+(C+-B));Associative,(-D+C);((-D+C)+-B).--B;Disjunctive Syllogism,(D>C);(-D+C);Implication
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(A>(-B+C));(A>(B>C));Implication,(A>(C+-B));(A>(-B+C));Commutative,(-A>-D);(A+-D);Implication,(D>A);(-A>-D);Contrapositive,(D>(C+-B));(A>(C+-B)).(D>A);Hypothetical Syllogism,(-D+(C+-B));(D>(C+-B));Implication,((-D+C)+-B);(-D+(C+-B));Associative,--B;B;Double Negation,(-D+C);((-D+C)+-B).--B;Disjunctive Syllogism,(D>C);(-D+C);Implication
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(B+-D);B;Addition,(-D+B);(B+-D);Commutative,(D>B);(-D+B);Implication,(-D+A);(A+-D);Commutative,(D>A);(-D+A);Implication,((-D+A)*(-D+B));(-D+A).(-D+B);Conjunction,(-D+(A*B));((-D+A)*(-D+B));Distributive,(D>(A*B));(-D+(A*B));Implication,((A*B)>C);(A>(B>C));Exportation,(D>C);((A*B)>C).(D>(A*B));Hypothetical Syllogism
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-(B>C)>-A);(A>(B>C));Contrapositive,(-A>-D);(A+-D);Implication,(-(B>C)>-D);(-(B>C)>-A).(-A>-D);Hypothetical Syllogism,(-(-B+C)>-D);(-(B>C)>-D);Implication,((-B+C)+-D);(-(-B+C)>-D);Implication,(-B+(C+-D));((-B+C)+-D);Associative,(B>(C+-D));(-B+(C+-D));Implication,(C+-D);(B>(C+-D)).B;Modus Ponens,(-C>-D);(C+-D);Implication,(D>C);(-C>-D);Contrapositive
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A>-D);(A+-D);Implication,(D>A);(-A>-D);Contrapositive,(-A+(B>C));(A>(B>C));Implication,(-A+(-B+C));(-A+(B>C));Implication,((-A+-B)+C);(-A+(-B+C));Associative,((-B+-A)+C);((-A+-B)+C);Commutative,(-B+(-A+C));((-B+-A)+C);Associative,(B>(-A+C));(-B+(-A+C));Implication,(-A+C);(B>(-A+C)).B;Modus Ponens,(A>C);(-A+C);Implication,(D>C);(A>C).(D>A);Hypothetical Syllogism
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A>-D);(A+-D);Implication,(D>A);(-A>-D);Contrapositive,(D>(B>C));(A>(B>C)).(D>A);Hypothetical Syllogism,(-D+(B>C));(D>(B>C));Implication,(-D+(-B+C));(-D+(B>C));Implication,(-D+(C+-B));(-D+(-B+C));Commutative,((-D+C)+-B);(-D+(C+-B));Associative,(-B+(-D+C));((-D+C)+-B);Commutative,(B>(-D+C));(-B+(-D+C));Implication,(-D+C);(B>(-D+C)).B;Modus Ponens,(D>C);(-D+C);Implication
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A>-D);(A+-D);Implication,(D>A);(-A>-D);Contrapositive,(D>(B>C));(A>(B>C)).(D>A);Hypothetical Syllogism,(D>(-B+C));(D>(B>C));Implication,(-D+(-B+C));(D>(-B+C));Implication,((-D+-B)+C);(-D+(-B+C));Associative,((-B+-D)+C);((-D+-B)+C);Commutative,(-B+(-D+C));((-B+-D)+C);Associative,--B;B;Double Negation,(-D+C);(-B+(-D+C)).--B;Disjunctive Syllogism,(D>C);(-D+C);Implication
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A+(B>C));(A>(B>C));Implication,(-A+(-B+C));(-A+(B>C));Implication,((-A+-B)+C);(-A+(-B+C));Associative,(-A>-D);(A+-D);Implication,(D>A);(-A>-D);Contrapositive,((-B+-A)+C);((-A+-B)+C);Commutative,(-B+(-A+C));((-B+-A)+C);Associative,(B>(-A+C));(-B+(-A+C));Implication,(-A+C);(B>(-A+C)).B;Modus Ponens,(A>C);(-A+C);Implication,(D>C);(A>C).(D>A);Hypothetical Syllogism
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A+(B>C));(A>(B>C));Implication,(-A+(-B+C));(-A+(B>C));Implication,((-A+-B)+C);(-A+(-B+C));Associative,((-B+-A)+C);((-A+-B)+C);Commutative,(-B+(-A+C));((-B+-A)+C);Associative,(B>(-A+C));(-B+(-A+C));Implication,(-A+C);(B>(-A+C)).B;Modus Ponens,(-A>-D);(A+-D);Implication,(A>C);(-A+C);Implication,(D>A);(-A>-D);Contrapositive,(D>C);(A>C).(D>A);Hypothetical Syllogism
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A>-D);(A+-D);Implication,(D>A);(-A>-D);Contrapositive,(D>(B>C));(A>(B>C)).(D>A);Hypothetical Syllogism,(-D+(B>C));(D>(B>C));Implication,(-D+(-B+C));(-D+(B>C));Implication,((-B+C)+-D);(-D+(-B+C));Commutative,(-B+(C+-D));((-B+C)+-D);Associative,(B>(C+-D));(-B+(C+-D));Implication,(C+-D);(B>(C+-D)).B;Modus Ponens,(-C>-D);(C+-D);Implication,(D>C);(-C>-D);Contrapositive
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A>-D);(A+-D);Implication,(D>A);(-A>-D);Contrapositive,(D>(B>C));(A>(B>C)).(D>A);Hypothetical Syllogism,(-D+(B>C));(D>(B>C));Implication,(-D+(-B+C));(-D+(B>C));Implication,((-D+-B)+C);(-D+(-B+C));Associative,((-B+-D)+C);((-D+-B)+C);Commutative,(-B+(-D+C));((-B+-D)+C);Associative,(B>(-D+C));(-B+(-D+C));Implication,(-D+C);(B>(-D+C)).B;Modus Ponens,(D>C);(-D+C);Implication
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A>-D);(A+-D);Implication,(D>A);(-A>-D);Contrapositive,(D>(B>C));(A>(B>C)).(D>A);Hypothetical Syllogism,(D>(-B+C));(D>(B>C));Implication,(-D+(-B+C));(D>(-B+C));Implication,(-D+(C+-B));(-D+(-B+C));Commutative,((-D+C)+-B);(-D+(C+-B));Associative,(-B+(-D+C));((-D+C)+-B);Commutative,(B>(-D+C));(-B+(-D+C));Implication,(-D+C);(B>(-D+C)).B;Modus Ponens,(D>C);(-D+C);Implication
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A>-D);(A+-D);Implication,(D>A);(-A>-D);Contrapositive,(D>(B>C));(A>(B>C)).(D>A);Hypothetical Syllogism,(D>(-B+C));(D>(B>C));Implication,(-D+(-B+C));(D>(-B+C));Implication,(-D+(C+-B));(-D+(-B+C));Commutative,((-D+C)+-B);(-D+(C+-B));Associative,((D>C)+-B);((-D+C)+-B);Implication,(-(D>C)>-B);((D>C)+-B);Implication,(B>(D>C));(-(D>C)>-B);Contrapositive,(D>C);(B>(D>C)).B;Modus Ponens
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A>-D);(A+-D);Implication,(D>A);(-A>-D);Contrapositive,(D>(B>C));(A>(B>C)).(D>A);Hypothetical Syllogism,(D>(-B+C));(D>(B>C));Implication,(-D+(-B+C));(D>(-B+C));Implication,((-B+C)+-D);(-D+(-B+C));Commutative,(-B+(C+-D));((-B+C)+-D);Associative,(-B+(-D+C));(-B+(C+-D));Commutative,(B>(-D+C));(-B+(-D+C));Implication,(-D+C);(B>(-D+C)).B;Modus Ponens,(D>C);(-D+C);Implication
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-D+A);(A+-D);Commutative,(D>A);(-D+A);Implication,(D>(B>C));(A>(B>C)).(D>A);Hypothetical Syllogism,(-A+(B>C));(A>(B>C));Implication,(-D+(B>C));(D>(B>C));Implication,(-D+(-B+C));(-D+(B>C));Implication,(-D+(C+-B));(-D+(-B+C));Commutative,((-D+C)+-B);(-D+(C+-B));Associative,--B;B;Double Negation,(-D+C);((-D+C)+-B).--B;Disjunctive Syllogism,(D>C);(-D+C);Implication
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-D+A);(A+-D);Commutative,(D>A);(-D+A);Implication,(D>(B>C));(A>(B>C)).(D>A);Hypothetical Syllogism,(D>(-B+C));(D>(B>C));Implication,(-D+(-B+C));(D>(-B+C));Implication,(-D+(C+-B));(-D+(-B+C));Commutative,((-D+C)+-B);(-D+(C+-B));Associative,(-B+(-D+C));((-D+C)+-B);Commutative,(B>(-D+C));(-B+(-D+C));Implication,(-D+C);(B>(-D+C)).B;Modus Ponens,(D>C);(-D+C);Implication
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(A>(-B+C));(A>(B>C));Implication,(-A>-D);(A+-D);Implication,(D>A);(-A>-D);Contrapositive,(D>(-B+C));(A>(-B+C)).(D>A);Hypothetical Syllogism,(-D+(-B+C));(D>(-B+C));Implication,((-B+C)+-D);(-D+(-B+C));Commutative,(-B+(C+-D));((-B+C)+-D);Associative,(B>(C+-D));(-B+(C+-D));Implication,(C+-D);(B>(C+-D)).B;Modus Ponens,(-C>-D);(C+-D);Implication,(D>C);(-C>-D);Contrapositive
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A+(B>C));(A>(B>C));Implication,(-A+(-B+C));(-A+(B>C));Implication,((-A+-B)+C);(-A+(-B+C));Associative,((-B+-A)+C);((-A+-B)+C);Commutative,(-B+(-A+C));((-B+-A)+C);Associative,(B>(-A+C));(-B+(-A+C));Implication,(-A+C);(B>(-A+C)).B;Modus Ponens,(-A>-D);(A+-D);Implication,(D>A);(-A>-D);Contrapositive,(A>C);(-A+C);Implication,(D>C);(A>C).(D>A);Hypothetical Syllogism
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A+(B>C));(A>(B>C));Implication,(-A+(-B+C));(-A+(B>C));Implication,((-A+-B)+C);(-A+(-B+C));Associative,((-B+-A)+C);((-A+-B)+C);Commutative,(-B+(-A+C));((-B+-A)+C);Associative,(B>(-A+C));(-B+(-A+C));Implication,(-A+C);(B>(-A+C)).B;Modus Ponens,(A>C);(-A+C);Implication,(-A>-D);(A+-D);Implication,(D>A);(-A>-D);Contrapositive,(D>C);(A>C).(D>A);Hypothetical Syllogism
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A+(B>C));(A>(B>C));Implication,(-A+(-B+C));(-A+(B>C));Implication,((-A+-B)+C);(-A+(-B+C));Associative,((-B+-A)+C);((-A+-B)+C);Commutative,(-B+(-A+C));((-B+-A)+C);Associative,(B>(-A+C));(-B+(-A+C));Implication,(-A+C);(B>(-A+C)).B;Modus Ponens,(A>C);(-A+C);Implication,(-D+A);(A+-D);Commutative,(D>A);(-D+A);Implication,(D>C);(A>C).(D>A);Hypothetical Syllogism
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A+(B>C));(A>(B>C));Implication,(-A+(-B+C));(-A+(B>C));Implication,((-A+-B)+C);(-A+(-B+C));Associative,((-B+-A)+C);((-A+-B)+C);Commutative,(-B+(-A+C));((-B+-A)+C);Associative,(B>(-A+C));(-B+(-A+C));Implication,(-A>-D);(A+-D);Implication,(-A+C);(B>(-A+C)).B;Modus Ponens,(A>C);(-A+C);Implication,(D>A);(-A>-D);Contrapositive,(D>C);(A>C).(D>A);Hypothetical Syllogism
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A+(B>C));(A>(B>C));Implication,(-A+(-B+C));(-A+(B>C));Implication,((-A+-B)+C);(-A+(-B+C));Associative,((-B+-A)+C);((-A+-B)+C);Commutative,(-B+(-A+C));((-B+-A)+C);Associative,(B>(-A+C));(-B+(-A+C));Implication,(-A>-D);(A+-D);Implication,(D>A);(-A>-D);Contrapositive,(-A+C);(B>(-A+C)).B;Modus Ponens,(A>C);(-A+C);Implication,(D>C);(A>C).(D>A);Hypothetical Syllogism
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A+(B>C));(A>(B>C));Implication,(-A+(-B+C));(-A+(B>C));Implication,(-A>-D);(A+-D);Implication,(D>A);(-A>-D);Contrapositive,(-A+(C+-B));(-A+(-B+C));Commutative,((-A+C)+-B);(-A+(C+-B));Associative,(-B+(-A+C));((-A+C)+-B);Commutative,(B>(-A+C));(-B+(-A+C));Implication,(-A+C);(B>(-A+C)).B;Modus Ponens,(A>C);(-A+C);Implication,(D>C);(A>C).(D>A);Hypothetical Syllogism
(A>(B>C));0;Given,(A+-D);0;Given,B;0;Given,(-A+(B>C));(A>(B>C));Implication,(-A+(-B+C));(-A+(B>C));Implication,(-A>-D);(A+-D);Implication,(D>A);(-A>-D);Contrapositive,((-A+-B)+C);(-A+(-B+C));Associative,((-B+-A)+C);((-A+-B)+C);Commutative,(-B+(-A+C));((-B+-A)+C);Associative,(B>(-A+C));(-B+(-A+C));Implication,(-A+C);(B>(-A+C)).B;Modus Ponens,(A>C);(-A+C);Implication,(D>C);(A>C).(D>A);Hypothetical Syllogism
